main_str_data,sub_str_data
OYJAWKOQTUSKLKYOFCFHVNWTUWLBENPHMXVFGHWCNHWVGIHRLLWMLGWGWRUVBGJFCVYUDIXDBCHERNUHDNQMMUNEQUCNWQENWNZGEVDQLQWRMKJGQIKCEZYFYFD,UNE
OUDHBMSGTLNVRIMPGDZSPPDRRAWONBDACRLVTJXGUKNGPQKFAGYSYDRMMXKQIHROKOEURXVROYXPAPILUOKKPJRDPIJPTSVRUICIYPXKKWGXJGKFQUKHJCCCRASPRCJYSIVNOHJOBPJEUG,YXPA
DYKXODNXKWGOSKGQLRCQXXLPJNBDSWMOEVHLENWVDZKVQOHEXRRTYLWCZVKMSOYBSDLHQQMSHWEIFADHHKGTNOJVFEBVDHXYOUMMKOYTPLSJV,SDLH
WXIIWVDOGSVNNUKCGSVEAHOXWWZNITSELTJVECSHJERXLDVLKOHYKQDPWXEPCXSZLDADYABVYKTXXTGBUIFRHDSOUGANXTMOSHZSCE,KQDPW
BZDUBPOUWVFMMIVJNURKAUMSFXWQGDHSIOWUYMYVQLQMICFCRRHJXVALVRPZKQGCHJRCRRKBTZFRWECKDRSWTPYFOZKEWTZRSTCSQOJYWTQAJUCSFBLKUXTUZTDSOMVL,RWECK
GNUAVFEHYORHNJQGUBYLUNAMHULKOXPKNSWJPGUSVWVMLHDSBVFIGWCYWVNNKNILNYDVWJPATDXKGYPNLVBWYFZYOKBDIUVXOKZNYIXSDEQJBZFMPHJPLUAIEPDW,VXO
ERAUXFNQAYDPWUVRDBDKVLKMKMHOGAMQHCTMBSTVCOQIDCPDKRKHQCGPASDDVHQQNQDIFGQGAOCMCPBHXDAZFXONZKFENCTAIJWFCWJ,MQH
AVSCCLFWQDJLURDIOEXGOJLVDVDBYIAAVWHXLGXHBJEBVTFQQJPLMPVHEIDZVRERHMVSKTIMPIISKTUZQBXEQZHAOQXBXLZEFDYGFORVDCAUNNRACNLJZBTRGRJEIVPNVXH,YGFOR
VQKBLDVRESDOFOYZLGUFVBAOXTWNJMGBBWHJLWKQMJFHNLGFMIDHUKBUGGTWTCIACMSPQUJFGOZQFPAIJSFCFNEPUBXVAFABRTLIVIUCMRRERUVLSLDETHBCSKJOYXZZFXN,KQMJ
WDVPURYXUEZWUBULDTJRNLUNNBKFKKCWSWSNNBYPPSZYYYVHAOORNUNOTNQQXOWVJCNHLBLQJBWSYPWVGZFTCXUUKUSTIWWCQIQHIWZKJTUVVEDHEQMCVAE,WVJC
NYVKQAOFIUTVRIVEZMRDBJSOJAAMWBKGMKKQNFZGUFCMMBPDOMLMYGODXOQGYFNZQRUTVHIUSEVDZMOPOBHOEFCIKEYSRQLQDGXGTJIEXDFRVQKJNLXFTBXEANFOARSWMFECDNEK,IUSE
AOGLBAHWMJQWLUZCWKDDRUTEHSMLXYBPEZHJEQHJUDTLYALDILWXFKOUHYLSQXWCJLPWEJYRNNLBXKSMSBBFJMLBYHPFKNTLHIPQCYHMHMYGOEJWFRXTPGRUSNOJYYEDC,QCY
SLBUHMBEOLLWEEGGKFDAROFTUPIEKRBHOMDBCNQJLYOURHGAHXILQIIZJCBXFYQYUVZZIASUQPZSUBFFQYBNXXJXQVNQUAENJCOVCWFWPJGFUEDIDQXOUSPMUOUXEZOWJWKOCAJWGADKJTDOQIO,AJWG
QPJIDQKNPEYZKGITCUURGFZKHEQVJWRFHKBUDPIGWVPLPEXXDAOQQBXHIAVVSYRLMNABBTKPRWXHTDPBDJCWVKEYHBHNBLELVXXMRMOVOWKEXKSKWSOMOCKADL,VVS
TENQARYBUOAJZCHPOCNBJABBXQLIXSSWVTJOZRWDLPPDSPEVVJNIHPKOBIZBFTOKBMHPGJWDTCDTCINNELGULUWKMSBQFRNVUAVTQQXYMURZGJXECCUWSDTNZXAZ,CHP
FLLQENOKSXDGBGPWNXNLTUALBDVXMBGCKGCCLLINMBNMSMFWTBAPMJAIZOXSFPZOTISGSODUIMSYLXCCTHFRPBLRXVORDCXHSUREAZKIJTFBTLBVFXEMGLSFHPVVZU,ENOK
LKONFEDLWUHUCCOYWHFGQXVYLPOJXHUCFSGVXSHVSYGLANENBNDIVBOBYRZBGPQOQPHVEELOTYGKLUAIMGQFFTOFWHGDUSIYVICJVHTP,VICJV
ZPYXQQFYYOLSEZRBFGATQVIXTQSRGXMYQKHDGEQTTSEJQFRHWTGTHPWIZQHSFWQKQZNJXQLGFKSGLRJXGMYXOXVFMIJRLRQPIZFMESDDO,EQTTS
ZBWJNZXQFIAGQSXLJRPULWXICABQIRPMNAKPATTOLAWOQBMBQANYJTLSMHLLEDSZUYQRDUNWUEUUILWHCKATXJZWRIDKMTFMYWLOCQWQCMSGSLQILDAUGKDINTPXCJF,WXICA
ZYVKVPVAYDRCNQKKVTGXYARPQNHGMTIFCXMCJJPOHEAHTIAAGVBKJUMKALDOVJIUQRMMYGQDGODNWKWWHOQRQEVMPIKXPGQBCWZZRFPPVNZBU,IAAG
WWRDQSLWUVDTGUZHVKCQNJTVNFHPBRWHBBFDHCSTSCMXNZWUDHVUUWGCETJFTVANBRQWZUBLJRRWEXJZJICBVHJCKNIQRTKSBBIXRXFYRDAQSPSKONWG,ICB
HGZFQBQOKOYVWTXNFBLAOPGAHTFAKIIOXTAOTVIAOXOAGBMYIOPXIFQCYJKCONOVHXWEWSKLRBPCJYOUBHDQOSTQLBNNMSUAWYGXEIVOLVHSWJFPUTFRQJMCZYFGZWRFYNO,KLR
KWYQQLTHTPBOHAGESGVGBYTQTBTMKSYHBGYUUAPSOANPPPMOSEIQLNOYBZDMKICHLCJVIHFNJJKZTPSTSZVBZXHJLNNWUQLLFDEO,QLTH
MHWMAKCDPKQRTPDKAYLHQGNGAUFBMXCVPSTXJKSWMWLJWNSUYYMARBEDOCJNITIYWSGINQQTCOFNGICRAAQTGNUVNIUATEFHCDSKUCJWQVAZIMEADUOMNUXAYDHZAQQZ,GNG
ENSZTKIURKOGGWDLRGFRJNCZORMLCUIMFAMIEWJJNVSRPGTMTJYHCTGLYGOUFGCDDZAAZPFWEUSFGUYOIZNXXFUFWFKAEPMRDYJQIXURMXHW,IEWJ
EYBGRVNGWMKSMXKFQXZXDWNKXLYZJOKIRMRATIPNUZPPBSYZGCVCHPOJVGWXIPAVAYVGSDEPYFAXDGIUFIJUKQXPDYDNZKLOTKJE,VGSD
DUZAPDBXPFTBWBIIYEULIGRFXVCQRVNMIJIEOMDJWFQNXSZSNOVYXGARZEHWDJACZEUHLWADAQLURHULVCQFSBBKDMNZEVSWCXMRBBZZDUMCOSGFYTJLRQCWODLTUPJNRNUWMCFMWHJMHVTUWLMK,SZSNO
RZGTOOHGYLPFCBHLOUEITIYPZPTOEWYXORHQHUCTOPFYVQWCPBHVEOJYPKCEWKEFXQBFUPXAHIEMRQWPZNSCCSCHEFRXTKJXTNQKGFLJUSOAAPNJIIQOZXFHYOIKNHIP,GTOO
GAPUGHQPITGAKYDAANZSFRZZPUKPQKJXCWFDTYNPGJUZIUGDXWVZPVMTLDQEJKFHDEOWAYKZRMAAGWHERUMPPMCYUMEIDXDENJMLDQAEFBZZQXBQZTNUAVVDIHFZWPSXWGIHPCBNUZGADWSJQ,ZIU
LAYVMYVIETLBTFVPNTRVRKZRSPCFQVYDWJHMGLJHFQLPMPGMBOSLLMYQNEDUOWIHTRRSARTVSIVZVVGPFFLVMHGVVDBUPPHLSWDWQHPHSWIOXCPDAPWB,TLB
BUIQBYKPWHKAPSGKQBOPQRCQMQPEVRBQQKGCZYYCJNKPMNAMWVACWSCEUBSNKYZAOEMXIFSNLUJNDGQTOBUEYRNARBLBREDWKGJJFHKAQHNOXQUFHEFAFZKGXVWWGPPNCFUQDXLHUMD,EDW
LRSORZHOXIZOCODZDWYOIACRFANSAKIHIXJODAAFUBZYGIRIMWYIUSRMIRZZNVRZNWQAFSYYJMZQEYZCRXODKQDFEIIBGGJDZSVWCTQCKFBSWJJVZESK,GGJDZ
NJQLPXQAEISZWUMEYXAXMISACGFTBKJHCFUITCPYSFPMZVCAOKMDRYFCFDEUMEBMFUOBRJEWMOWPGIGBINFJQNRKWIAILQHOAIBDMMGEDOXRKSNGUNVIFBWP,SZWU
GZJBNMZWACVODVPXFTRQFHKXTRVGSBZBPAOIWKCWZACRHLXMOCTTRDHGJEHVYRQYCZRNIKCTHCFPFHWNEDSYSFTSDNKXJINYRVSNGLQJCVANVVMYXZOTVXXWVUJGF,DVPXF
NJQQODCIYBXVAHSMREZRHXGAJAXWYVSFQPEJUYMRCBLUCUPDKGQOSOIEXDMLACUMELWEFINMXJNAVADEJKBEHFINOXJFHLGSXHQUGLSMBYAAWXBXVZKEGRUGHT,AVADE
KJBHZIRGOJQUVUAFXTVLWVPLWLTLNTMMPYSEEROYFMRDBPKIRPCRLQOZEBXUZAKTYMTLGBJVMOXQRYXOYNICFBHNZAYGZSRMNMRSQQWVYEEXTDB,RLQ
TQUFANSERKUIJFIAEIFIMVLWMFPGYSLNTEDUNXWKJGZOHTVUDDWVZWHHODACBXTLLJTYVZPFFENDIOAQTXQVEYVPGQHPEWKPXDJQTDWOGZDJCRGESLSGNSVRZFE,GZD
ONJTJFGVEFNIXIZXXDOBIEMWCNYUTNZAWOCZISTMNSCYHJMZYUOURIBTORBGXMOFZEVUYMOSQUOKKTVMHAGIBZZYLAONGHMQXCVFUMWAIHRBDAI,SQUO
WTXSDROYONRRTFLVVNTFUKJJPTKKONUZWUCMYARRASMXHMWEYWXGERSVIRYIGOBITWTPAKVELHTJHMNGRXKPRULMHLJSASVAHEUQTJED,IGO
OBPZAUEBNNHCJRHGFUAREDSQBJUJCYSBMPNXOIVEIPNPQPVVNATBEHUBXPQZOHJPJTWJDEIDDNFXIQTTWUHWTZFXRJQGIHQNPTSAJ,GIHQ
HDIPCCKKAODTBBQWLSLRKKBEQGRIHWPEKJNHCBBQNJOZJCWPPQCDLTSOMESWKDBIMLVMYCJGPRFAAYBRIVHYJMOASCWBAJFFRPLQSVCSQWEOAHTLWZMISIAWWNQRCVFDMWJBKOPYXTGGRSN,BKOP
BFHUYNCZYYHCFTCHCQOEMMVCJMRHHWXDGKBZESPQIOFBANRIWGNGEQMZDHJZCAPGAVCTGOPZAAEIATOGJKZORZOJUSKHYTFDWPAXQYYPHOUMSDPKGJ,MSDPK
MQBBIITPOTRGEQVLZNPAYNOBSYXLXGYISJPWMGKYKQNJMWAKPXZDVGSDNAUIWZFJFJQWMVWNKTXGANBRKHPXZYNJGEGQGZFSNFMOIXJCLYLNXXXDFMZZBXULTTW,RKH
GRUCHYHCCOUMPRVZPWWQFVEJMIOMMDPLHZEDXJVBWFORZQSJXBSVSTFIWLHQLPUIRZAXTRPUCWJCXCPCHMJMXEBAKQAFSSAFWZPCJU,TRP
LLAYWAYWLEWKVSIKCLNDCYDRMOKFXCSJIEHWEMMEQEUDNAQDKMSTCBYEILDVJUGBRXQVKWLXJAFSFXMVCHWKZYIEXFEYMUEYFXMM,EMMEQ
EZVYQMCSKGPEPMMDDWEGSRYWSBKPFHGNZHVNRWOSRTNYGCKCQBXYSATMMXZXBGTYILTKSHXXHISOFCHUYYGTNHJAEKDDAHGWIHIPPN,NRW
ZFWAVIJVLXWBJUBXHILZGMNLAEQAREJJKBQCXWAGMCKSSEEBDVREOGVTRCMMKXWLXTADXNINFKGUGCSZRNPNRFKSZEECERNTHVMZJBCOWZBPLBGFZSJ,QCXWA
RTBJMZQUTHLIUWUDNGEIKESAPNHNOJBJLPLIOKEYVVNUAYOPRXESOCWJEPOOMKBQWIZZKFJUHPUONTVUXMOMRAFPWIAALGZMMECICRZIWGJCZTDERQRIJKVLJEJ,LJEJ
USPANVWYEYGAITSQWMUNOCZMZLEKLSJFYZCEBXCIEXFUWEOBCGVWEHQUVJCZQHKKZCAQUOBOGVUVDLNGEEJZOXIIEATWDNDYOZNRYDXHXCKQGPHEUKPFZYUQPFYKGHVFZOLVJIXZGWO,VUVDL
ALNNCSKMVJVKDOAOGQTTRXBDVNZJBHFIKOVZKRTJAYMCXKPQMWMAJEFOPKVROCEBBPKIYULELBTOFQNBNVLZTCKOGRGIWLUVQTNTZRVOTCHBEGS,TCHBE
ROSXQYPTTMXMFTZMFQSOSEDHINDQHEIUANCUUCZZEUPWXAAHCSKIGUKEHZABXPUIMVAQCMPSTBUCRLZDEGFZBNKEPFRHPEHZBFTHQHCMSSUEUHNCZVKXTXGKRYBNLLERA,GFZBN
WWHFGXRSTEBDGHEUMYBBBSZPQXDDODCSYMCLDRDNRCRRFLURUXUCLVTTTUMUIMFLMIKPLYBQSIKHKJDEDISVJFHRJLXGRARACVCWNEYBCJKO,BSZPQ
HGVETAZVIZXYKVVQBWGKEUZYMLIERTCPJHAUVOPSHULSPEMHUEUPYMQDUDECVJHHFRFYWPQMHHQIIMVPNNSITRAFMQMCLJGGGSELDDDGNVGQMICMOXKQSEIOGOYGHQSMMKWJYASYBQMEMLYNFCEVCT,FMQM
CBZTBDFTJXLACUYJIBFRGRVKDXPTCTHKKOLZROWWONPJQCXUSCPBDTPZTJNZVCAEASWPVCMLQEMSQUHJTSMFQZULMZNBVOLEZDFOSUVGVFWXSDLKWBUPBVSZCBGBDQIJPICXGEAXKHM,KKOL
WXLRAGWPSFNBNPTSYQGQCVPTAPQBDVLIHALFTILBCKOOTTUKXFFXTVKXCIPJYGWTLBCOSDUNKTXPQNQKDDFCVXNSIEUJCZCBSXMQWQMAGJEPHAOTUKRWISLCOJCVXXXYIJMPAKSWBFYBBLXCYMQB,NQK
RTUJAXKMPTQPJPLYXKEWYLGLVUWMIGZYHRLUPZDIPGULAJYRSSYNESWXNXTDTALGZKIWVLFAKCSGWSJCJYFAUEYECBVNASOZOCXWXLIZYTSGUBXRNLQLCK,ZOCXW
QFXNIFXSMMLNIDYFHIKNMVOZODQVNJPDPJTCGXUMQUEORVGMACYQBQUHNGRBSNWKRTIYEKYGBYCHHAQBEUFYBQGGPMECEGRXIJCMEE,PMECE
IQSRCKBMECNXLFQZRPSMHPSHSKJOAACROIFPLWXPKXBJKRSFREBVYWVIQWEDGJOIHPOZOMNAKLURQPDSJFFLDIAJXVWPLRJGOFWVRSRSVRZSWEEXRNDTLGOVJUXCAGDDQOW,VRZ
OZIROCARWDXNZEFLDCBSCQIIRAQBBWZSGPSIXHAGJHBHWXEIPIJNXYGJJHEBGCKWGZKCNOXYBDLJWGAMWHJBCIQVPMDGCALFVNQLVLYZTTLVQAKUSNIEPFTOLKXNKQXZJOJLTSYAJGOHY,VLYZT
AUZUZHQNRWFBSZJWYFWGGTDUIYVVRIFRJGXXFPMGUNIVEGOIIGUYBGENKWYHKEKEVJZIXJXUJNLUPHTYMJYDJRWLGZDPPTLUWCEUFTMPQHCGROBDCCACDOKSWSBISHPZYHTWZUQAVXLEEF,AVXL
HUDUPMYRKUSEHUAKTFMOGFRSEKPEMYCQSFDLIEQZQMBFOFWLSRRJBZMCFJUYLATXPXZWXYLRWLUCQAFBEYKYDMIFOHKOMYZRCRUPHEKEGOTENAKDNPCDARPVMERZWTHSJBGCUELWCWWWB,LIEQZ
GOLXLFFASLNDMAUYNKGYHGEURHFUULVUXEGIMDKSRSTHXTLYGRRQCVLFVZHXLWWKBCHGXYHKUJMXGJZCLASYWVDJDMJCYRWPBWUDEWUEMOOEDJLXWYCDQAAG,DMJC
CIORATFPSNVRGRZLLDHRFEQVVZXWJRSVYLOUDSQGMVGIQABCQOVJBELGQSJYPNEHATNTUKLQWEYGHEDPGXHLVWLGDSJCBCGJJWULZKH,OUDS
UWDCVYZNOZAMMUUHBBRAZISHBAXFUXUKBFGOHRJGVTOGDFTDKVBZZCTDXCVTKRJCKWCJWSOVMFIHKAFKINTHNRZDYYNLUZPDRVSXCSH,FKI
VKFPVBEGHYUJUCRANKKBLNEGMNFQXUKVXZWTOALWDAIZGABLFQERXROAYGFUHLXIKZAUMYGFELUFXHDDINAPISDOOZSCHSWCQOUAQFVUJHLREXAQZVVBGOLBEJPUNFVNSJJ,SJJ
TKYVOMNDEHWRMEQMZMYDASILOUHAEECNWGRYGCEOIURQVBIJNWEVFXZVRKEKPYGKTBATXDAFWKEYAPNPJBZRJBNHNHTJZERKCKOBLQRLFCHOOKNVPOIKANVEHUIEPHSYBAQAGPHJHDHGQQNWYH,NWEVF
MBMPESKPBNRYLKVXYNWYSSJVXVLZZEXPFNLWVHAUIRSFPBYKFDFNMJFFIKVGCJVVIAEHEWYTAZIDXPGRQLROCTKPPLDWVZKUATBPJAHQFYVLBWCKXOIDQUGZSTGUDRYZIJTTHTPUUNHMXFC,LZZ
KPVUOMBMQDYWRGUBLXCETYYKPTAQGSYMWSKBTLQPLADLAXCEUJKRKQMTPIVMUKZONOQTZHSMGOUKDCUOAERGHQUJBJPDOTALHGRNIMTDFPHLKXTVMKMAUYOSYRX,PIVMU
AKHJSANVXSSNTZVNKUFRKGSUGRIIHPDRHLQILCECHCHOISOTKESKCJSELXLNEBCYXDEWLBUEZKPAKBFDFUOAPZVVBCMNYWFHAFPGUDACWJPRUA,KHJ
KVJFTRQPQYESBSOTNRYWGYKVKWDRNXHSUDZSKLMZVJEFOFTSVFABDKIEJLTTYKOQFHXJTBAWIZSIGOZKKQNMDSGSRQQLQWYLFNKSJEFUCTRCBEBITPKRBAOMVWRWRO,RWRO
AVWYMPBSMSTEQTGGFBXUHXRANILDPXMZRWWLLMTOOHJQYLEPURTSFUFJSRCUZHOSUIRORYCRQDFCLHRCTUUJUYTEEHGOREQJMPGTCDNHSJISIHPUWCWFHDEJHFWNLHAJBUNVTAHOVXXRLELXMCCN,LXMC
ZKOZIHPCLVWBMWTUANEQIKHPSYDQICLSPTJSXVJJQELLSLFKAXAWXRSLPKSMESATJNTLSPDVINEQVCCXXZBAUQPMBBGJTSYSRIWTRGSTOVMUVWTVAJGAWRNTHWNPRQTZWDHUUZZMHYVGHIQVXMRK,VGHIQ
QBPCNHOOWTBZBLQACOTVPEIPIIGEPYBPICYLAKLWRAQUQZJLXNSPMSSFQSDBKRLVMUDGCRDFWHAUTLTQBPTLEOIOYBKQBPDEPTCLRLVTDQRFFJKNALMCYGPV,LQACO
NWQJVXBGRSZXXKWDBPBTRAQCLVECUJZZIVTZKTDEWBTPTCCJFNOFOHVXOZSAHOZPERVCWUJKCUFDPXWSHHEYXMSECYJNBAVLRNVFRNZGWWIYLQYTSNHHBVOYJQRLRVUSTFXNXHOXC,XBGRS
SMHKSJSFSGLAOGFGYWWSFFMOONVNGCEUPCABLIQWVMCWWQNLFAXOHWLKTKNZEBEKAXLYZGYCVMEHAGUEVODDLDQTCTFEGLULORRBLSFGGKUXWR,ABLI
TQZISDDFBGWEJNZLFKIRSXWSSGGLGXZWZIBPBWFJXYSTQFHHXRNOEULLXDSFLJWLHNLYSXHDIQQQMDGNAJKENPBNOPSUZTJZMVOIHTZSGXLDIVNEHEJTGN,TQZIS
BGIJGNVICCSMJPSACFBGUGTMZCPBYCAKDMUIHFTIFLXYDGJCUBMMTBJVTROKILIJZSVXTGGPVDVBCEGXRPVIBCNDKQOEMTHXMSSWYEQTXBBXYKKGRGFJ,VIBCN
ECNHEQSFVUZKHFVNEEEDYRVWMQPMZUMUSRQDLRRGZQPCREEZEYEFIJJOZXPIGKYHYHSBYHVLLFURZODADNCGMVGZIZLQNLZBMBGDWOODGG,HFVNE
PNOXNWWKAQLLIEIYTSVVIVHDHSXFPOTNBOOWCGPRCYEZVBGULJUNXCPWCZKYYSWJZSGXJHHYKKYQVMBJVTSTMPGTZAMQTECMNJVSRJZAITYWVVBZDUZNGMIMAXTXVCUUTESANN,SXFP
GPAWHZVNRZCHIEMPKMVRFLZRSOOLNWEPSEOGZZWOXNZZNRJYYULQQXTDJVATIHNPJCYPWNLMGIWCCNVQLAQGDMTROHEEEQAGHAAQHJNYFFJU,CNV
ZCHIFWTPKCUGIULBMWSEWZCTVKAYDOWNEWSFQFKGCFKWOCZFBBULOJUTNKYPCOVSUDTUTPJUXTKVSHNUQEQTLBTRCJMQGQQGICPLHUGFHFBRMXEYZLDNBDYNSGBALAERVVCV,QFKGC
JNSUCTLLIKNVGWLAEGMQURJUUXSFBZEBNNJPSEKTNORKEIYXKKBQNWTFOFXDXBETRYYGLCLDHCGCQJVYXUTXUPAWYWACDCWVRTTDWAATHSMAW,LIKN
QJSBPFAPXVQADSVJDPQUDQDCVSBFJMJEJQFSZLXNVCWLNYYDTSIAITHAJRLRCZPDCYINHIFJLOOSSFRCIHOYZRRBVQXPKNSNPGTNYCLBXKEAML,YZRR
FXANHDYKVTTSWZGVIRUBENTUOHBJWABGINLLOFLMQMHOIASOYREAXWOEJLSFGSXYYIEFPPKBDYTGCORTRYQUQWMVFVXQLLOZKVSCRWAREGO,QLL
UDFUKRFGAIHWQPHNYFOWHQDBFBLHHMGNRUTLOVLYISSULLDNZJMRMAGSDAREJRXJZKDFEOWAJJUSWDAEBCEISVNDAGPEFWOITUPUHIBOYFGXNIARO,DNZJ
ZSKIRGASGUSDENCXCLIUNZHOTBRNGLOTGQMKNSPUSIQWIVWQSTFGJZHGTMJWEDEGPEXLOCAHWBDSLBDHNWKKSNQJNTTCAOXYZQFLASCNGJ,LOCA
AOHYNKAYCPHFXWFCWMUMZGFTNPFYWISCEMXBIDJUJJXKNTFOKPJSMEOWNBUEMKFPEKPFJMRGVNNGLLDUPHNTHZIAFBMJXZSCVCZXDFTKENZGTJKIHUCPKYUDIERUVDCXCNGSQHWJUMEUB,HZIA
QRIYTYRHAPKOBLTNINQDVSGGAGXDYYMCZOJGTLORJRKVFXYCCDTWOTUYBYCZYQWBUGFHQYYTWHGGJVYKUNHRPDHXXTUILWKQNRNBIDTYKFCRMGHBVJGDRLQXHUBWGDCHA,YQWBU
JMSAADALARJSQYIXBHBVBDVKCEKKMKGBKVLNIRWTMXXSGAOXFQQHGDJCDNWNAMZIAVABNQYQUQUBFQAGCDRXJOQZDGGIZVFFABYABWSPZASRFCHHOUTQVYGXICPROEPFD,LNI
BSECULZKYADTRRNCVUOZGRDZNNROUHNUTIKZYWDSSJLEMMOWARZFIRKWIWIDKWETHTICKHXJHQDKIQBVGXFVTZBJZCVXJRZWTVKGYEXACCBPRLQPVNIJGRVNDHSTLFAXWDGF,DKWET
MYIZCOHPEZRVVTJXIYAERZOOKPVGGBSHIEGKUUGEVDPWBLSZPBUATVWUXKMEURESWBVPJLGWZEKWURUOXCTPJFJQQXPZZDAGFWBPDAWEPPQYJOUXJSGSBINEONKQEZWHXGKPHZEMQDY,GKPHZ
WSNWFDSUBNSEODILQNFNUIMUOFNOGVBMSVDCSUJUGIMEMFDGUYAAVHRKAMSXRVYAQZWRFPDCEVRUGKYUCIOZCBJYLYIGVPVSYQRHJMRBULMOVVSJDOSTVXMM,AMSX
BMNEPDUWGSNDKTIGMHHUVPLUQNFYLVGMLLBCXVJTZKQRZBUDNVCLVKSZZSPCCGGBJTZKYCKECLWGLBWSFJABPWOUTNDFXKZCVVFYRWVZHWUEHH,ZSPCC
PUWVTEGTCCRGAVKOGWFRYJCLRRHGTUUXUAZTNNEQOTXIYEBIQCIORVDKNMBOWBFBNAWNWUMRGDJNRJBMAXKRZUKUIHCAWCFJPBGAGBYBTYKPYU,ZTNN
LOBXFABORUTFUPSZOLJWVVGZPHKTTYDEITJQRSLOOCOPDCRPBTWGDAMGPLDNKXKMOQYLGWTDKNPWRNCCVRWFFMWXGRAYEPDXNILELNIHKNREHGXXRJ,VVGZ
IIZPAJWBEBWSLMMGVJDUKEVXOCKYHZQBNIYLSQQVANZMKAQWTTXUVMHIBZDGSIDGMCBNSVPLWXSHIGPDSYTMSUGWAJAZSZWERJYLFJCTQUCTITSDXHXKULWEJCWNZNLURK,KEVX
APTYYQWZSQWNRDAKRDMSYWRDPMTDNXJBFPNAOLKYKWVQNROTESXCYFHJHVXZBVLNOAOPZPFYNMVHQVFAIBNLVPUEVZTEXCZKPQMYD,MVH
NXAFGLEOBRXXUXSBKFGMVPAHQOSAUONZYWQWTYKZNTLDKRFBZWKSHKSUARRYAJYEGEMPDNHWRBNLYICROBEYEEUFZTMQRINFMNRHR,ZWKSH
BYDVCPBQAAZFKNJRJMOTNIXFAZTZPSQKAWIDXKZGEZEVHGLHVQYYKCFJDAYNVHTCFYLRHBGJAPFYUAHQUMTYHLPTHOGSDVRWUCGTVKQGHVRMCKWICYH,CGTV
REZUBWNCQFMDXBYNYXEZLEUPRAKECQHUZPTRPTFFXGFRIOQLHTHLVJRUBZHQMUKZMVWVQQTKELNHJNSURJMNTDRQHOJATDAYCVHXRYZXXOPWVSWR,ZMVWV
NPPRCCQOHRDJNNUESLGLKUIHACJRJPQRPVQFRNASMCPALUGHLHOCGLSJPUWJOWNMGANEFJPBSBNFAGHKHFGOTJSMSHSWJRNBJYYZZTTWEXULOZVNHMBFLDFZWJGZBXO,LGL
UIDHSTDJZDTKCNAKJTYBIFXRAGNMTQVSAFQJKGPEMQSYNMQWDMADKWMFRELLZKRGFGKFHKIBQKUXODMNBTRKPBQBBVZTKBIIMTXVPZXBEVWMGGUULQOLYRUBP,RGFG
WKGXEPGNGXDTSIZUYWLPVGNLQXUGFEXAPSPDWNBRUKYKPWKXZJYURYCKUHJIJZROHRWCPDGCCHBDYCFUSVRRBLREBCOLBXCAKIDF,PVGN
FDYUKTLUHXUCPIJIJTMLSWKNNCIQHSOOJZWVKUSYYRFFVUYUJXGCUGIYNNYXOAOIATXQFKULFZGAILAVZXFNTRNBSLMEKUAUSFGGVTXBQGLQMNTRQUJNCYTFVKJTMGQJNIQIWZLAM,PIJ
EZBINOHRFOZWWCZITANPBUMVKJGNRUYSNUOQHGKKLNADBPSSVTQVFLZMCEYHPKYTZADQTUZDKUZZQMZVKHAKDNDBRHJJKMSZNVPTWSIWHVMGUGYCPQITTRS,SSVT
SRXODAAXUNAUWVRFIKZMDQSXIWUXABULNVJSQLJVNORZHFZKONPOPPTUHJMZQKRHBTGAPDPEQMMCJLOUSIVOMPEGLUIUXUXXQYVJDQKGDLLADJAAHMWQLURCRJCNIXHRERGWKNROBBO,AAHMW
QDKJDAEXTLCJQTNNIBFJSUEZTDZDSXSVZLZBGFBHQXYWKUOXDEORFQTAAIHWKCMPXMJLCDNLRCSYWEXBEXVZMKQXHGXXLHXBLJLLGYBDLGHTMZFWZMHOUDWDRNJOYG,XYWK
LPPZVKDYWGAEBHPZAYOYRKVKZWIVRNLRLGOFUWSDTHHQXGYCPCOTTAKEQSLPWEKRDGIUHXTHIGLJEOXBGJXQFRJNRMDFPZVPMLRWT,PMLRW
LUHSXPMJNYGQJZIKUUNRLXYPPLCORASYREEOSNHKUKSWBJXLMDMZBREBCXWDEWZKEVHXCRNKHMIJXTLLGBYHKNHMNZAKKWEPLBGAVXCX,SYRE
LYRLTAKAOYNVFVZWEHJQGCMDRBFZPXSYGZMAMKJRMKLBIFIDKGQSOLVQOWPKGSLARKPBHSOYSXVPVELTKXPIIQUZAFCKGZCMNDPEHQ,YRLTA
PKATKUSDUPFZLJATSPSLSWHLRWCDVLMGDBKCETSAWQEMGTYTIDZLUJDWULLYNBJEENCLEVCCDUSBDSVFYHXAPXESHZAZFRZZLSJEICFSRWXPSTPWYJEDRGBTCDAALNF,DBKC
IDOXYLUHREMWMHBGMRPJQYZOWQSSCNVSDDMLIEQLOZQTDYVTRNXTXRGPRSNVMRICDMRLMHGBMIFWUQCQGVSYFZBITJFKQDIKBDLLBOYZTTAHUYNLXEBOFTWLTBENKTIPLPOTDKUA,MRLM
SOHRJUFUCJNFQXPMIHOSAHCKFYVGRASYWLGRZJTREXWANMJRPVBQYPDQATZBZAIGBOJIHFCBZDLHTPNRQLFEBGRAQTGWGUJQKYOHHQKSDUBXZJ,RJU
